EmpID,EmpName,EngDt,TermDt,DepID,GenderID,RaceID,MgrID,DOB,PayRate,Level
334,"Woodbridge, Colin P",2015-01-01,2021-07-20,3,0,3,285,1995-01-06,,6
335,"Gorton, Frances E",2015-05-18,,1,1,2,295,1980-06-07,,9
336,"Smith, Joanna J",2015-01-01,,5,1,5,297,1979-08-10,,6
337,"Wynn, Eunice X",2015-01-01,,1,1,5,295,1970-10-24,,9
338,"Coombs, Darren U",2015-01-01,2021-04-26,7,0,5,239,1955-05-30,,6
339,"Haigh, Joanne U",2016-10-20,,10,1,4,313,1977-12-28,,8
340,"Seabrook, George X",2015-01-01,,9,0,1,333,1979-02-19,,7
341,"Lloyd, Diana Z",2015-07-15,,8,1,1,331,1977-06-20,,8
342,"Henry, Syed A",2016-01-20,,6,0,1,301,1975-01-23,,8
343,"Wynn, Gary W",2015-01-21,2022-12-02,10,0,1,313,1989-09-22,,8
344,"Goddard, Catherine Q",2015-01-01,,2,1,2,240,1976-05-18,,5
345,"Morris, Paulin C",2015-01-03,2021-01-14,2,0,3,344,1971-06-04,,6
346,"MacMillan, Saleha M",2015-01-01,,6,1,1,301,1970-05-21,,8
347,"Gibbs, Gary P",2016-12-31,2022-06-05,4,0,4,332,1988-04-24,,8
348,"Dawber, Grace Q",2015-07-07,2018-09-15,7,1,4,338,1972-10-06,,7
349,"Fleet, Judy M",2015-01-26,,8,1,2,331,1980-11-06,,8
350,"Mistry, Roger I",2015-07-17,2019-01-07,10,0,1,313,1979-03-07,,8
351,"Woolley, Patricia C",2017-03-04,2019-06-27,8,1,2,331,1974-10-06,,8
352,"Hyslop, Antony C",2015-01-01,,9,0,5,333,1966-09-01,,7
353,"Gore, Joanna E",2015-01-01,2020-08-16,1,1,3,295,1979-10-14,,9
354,"Johnson, Eunice R",2015-01-01,,2,1,4,344,1973-10-14,,6
355,"Colley, Miroslawa P",2015-01-01,,5,1,2,336,1976-07-07,,7
356,"Seabrook, Patricia D",2015-01-01,2021-03-29,10,1,3,313,1953-12-03,,8
357,"Pooley, Syed L",2016-02-25,2023-06-25,3,0,1,334,1970-07-16,,7
358,"Watt, Darren T",2015-01-01,2017-04-04,7,0,3,338,1982-10-08,,7
359,"Lovett, Anastasia D",2015-01-01,,9,1,1,333,1971-08-31,,7
360,"John, Richard Z",2016-04-25,,6,0,2,346,1987-07-31,,9
361,"Haigh, Iris J",2015-01-11,2019-04-21,9,1,1,333,1976-07-14,,7
362,"Brant, Nicholas Q",2015-01-24,,7,0,1,338,1979-04-17,,7
363,"Colley, Tracey Z",2016-03-21,,4,1,3,332,1987-02-19,,8
364,"Barrett, Paul T",2015-02-21,2023-07-20,1,0,2,353,1983-03-18,,10
365,"Colley, Francis D",2017-11-24,,4,0,4,332,1978-09-21,,8
366,"Pooley, Kathryn O",2015-07-13,,9,1,5,333,1964-03-22,,7
367,"Scholes, Daniel F",2015-06-11,,4,0,5,332,1960-11-11,,8
368,"Nash, Chi P",2016-06-03,2022-05-01,7,0,3,338,1985-02-27,,7
369,"Watt, Karen X",2017-05-05,,1,1,4,353,1970-03-12,,10
370,"Pryde, Miroslawa Q",2015-01-01,2015-10-15,5,1,3,336,1966-11-29,,7
371,"MacMillan, Anastasia B",2015-01-01,,3,1,4,334,1956-02-08,,7
372,"Brant, Bevis R",2015-06-03,,1,0,1,353,1992-08-17,,10
373,"Rawson, Judy U",2015-01-01,2015-06-08,4,1,3,332,1980-05-20,,8
374,"Bennett, Bhavna A",2015-01-01,,9,1,2,333,1990-01-29,,7
375,"Coppin, Lynette P",2015-01-01,,6,1,4,346,1982-03-30,,9
376,"Goddard, Adrian D",2015-01-01,,5,0,5,336,1968-10-29,,7
377,"Johnson, Daniel A",2015-01-01,,7,0,3,338,1993-03-27,,7
378,"Murray, Colin W",2015-01-01,2022-10-25,6,0,1,346,1970-10-25,,9
379,"Mistry, Antony A",2015-05-20,,6,0,1,346,1970-06-20,,9
380,"Dawber, Edward E",2016-03-19,,3,0,1,334,1983-08-22,,7
381,"Shute, Morag S",2015-03-03,,5,1,2,336,1959-01-15,,7
382,"Gorton, Adele I",2015-01-01,,10,1,2,313,1973-09-17,,8
383,"Rawson, Kathryn M",2015-07-16,,8,1,5,331,1980-09-21,,8
384,"Nielson, Lesley X",2015-06-26,,10,1,4,313,1975-06-10,,8
385,"Woolley, Jeanne A",2015-01-01,,1,1,4,353,1995-01-06,,10
386,"Polizzi, Arthur P",2016-03-16,,4,0,1,332,1970-12-08,,8
387,"McCarthy, Leslie E",2015-01-01,2020-05-31,5,0,1,336,1992-02-01,,7
388,"Mills, Anna M",2015-01-01,,1,1,4,353,1974-07-04,,10
389,"Powell, Nicola C",2015-01-12,,10,1,5,384,1984-07-17,,9
390,"Parkes, Kathleen U",2015-01-01,,3,1,4,334,1989-01-08,,7
391,"Standen, Sharmin E",2016-01-17,2022-12-18,2,1,4,344,1964-04-04,,6
392,"Swart, Shane C",2016-06-26,,7,0,1,338,1983-03-04,,7
393,"Standen, Noella C",2015-01-01,,6,1,3,346,1977-01-14,,9
394,"Dawber, Nuala C",2016-08-25,2023-09-27,1,1,5,353,1972-08-15,,10
395,"Pooley, Herbert S",2015-01-01,,2,0,5,344,1967-03-05,,6
396,"McCarthy, Rajesh W",2015-07-03,,5,0,1,336,1971-03-24,,7
397,"Lloyd, Chi F",2015-01-01,,2,0,2,344,1969-03-28,,6
398,"Johnson, Gary Q",2016-02-04,,2,0,5,344,1978-08-16,,6
399,"Seabrook, David X",2015-01-01,,10,0,3,384,1969-03-08,,9
400,"Jackson, Christopher Z",2015-01-01,,8,0,3,331,1968-11-06,,8
401,"John, George N",2016-04-10,2017-10-01,3,0,3,334,1994-04-28,,7
402,"Haigh, Jayne P",2015-03-07,,10,1,4,384,1981-01-10,,9
403,"Fleet, Gary Y",2015-01-01,,10,0,4,384,1970-11-28,,9
404,"Hardy, Kay O",2015-09-29,,10,1,4,384,1977-11-12,,9
405,"MacMillan, Harry H",2016-12-31,,2,0,4,398,1981-02-27,,7
406,"Robinson, Joanna D",2015-08-12,,9,1,2,374,1981-12-18,,8
407,"Robinson, Antony Y",2015-05-29,,5,0,2,396,1973-08-27,,8
408,"Gorton, Emma V",2015-01-01,,5,1,1,396,1970-01-20,,8
409,"Richards, Diane P",2015-01-01,2020-05-11,5,1,3,396,1972-07-07,,8
410,"Ranson, Kevin J",2017-09-27,,3,0,4,334,1982-06-13,,7
411,"Johnson, Lynette C",2015-07-22,,1,1,4,394,1977-07-23,,11
412,"Devlin, Jayne W",2016-11-15,,7,1,2,392,1976-05-10,,8
413,"Wynn, Gill P",2017-09-10,,4,1,3,386,1969-11-18,,9
414,"Barrett, Irene M",2015-01-01,2016-12-27,7,1,5,392,1977-02-07,,8
415,"Andrews, Rosalie N",2015-11-25,,10,1,3,384,1985-01-07,,9
416,"Standen, Kenneth V",2015-01-01,2023-07-19,10,0,5,415,1963-05-06,,10
417,"Dingley, Dimitrios M",2015-01-01,,5,0,5,396,1964-03-06,,8
418,"Nielson, Ripduman Q",2015-01-01,,3,1,2,410,1974-05-15,,8
419,"MacMillan, Lesley J",2015-05-02,,8,1,2,331,1966-04-02,,8
420,"Henry, Grace Y",2015-02-02,2016-04-06,8,1,3,419,1968-12-18,,9
421,"Fleet, Diana J",2015-02-06,2022-08-14,10,1,4,415,1966-09-08,,10
422,"Johnson, Simone Z",2015-01-01,2018-06-09,7,1,2,392,1972-02-18,,8
423,"Rutherford, Elsie W",2015-11-18,,7,1,2,392,1981-01-23,,8
424,"Kenney, Lynnette I",2016-01-09,,6,1,4,346,1992-10-28,,9
425,"Woolley, Karen M",2015-01-22,2022-06-29,5,1,1,396,1973-04-16,,8
426,"Gore, Yvonne R",2015-01-01,2020-03-14,3,1,3,410,1971-03-08,,8
427,"Roberts, Anna C",2015-01-01,,3,1,3,410,1972-06-11,,8
428,"Brant, Kathryn D",2015-08-01,,7,1,4,392,1967-05-22,,8
429,"John, Dimitrios X",2016-01-26,,3,0,5,410,1986-11-01,,8
430,"Dawber, Ian W",2016-05-15,2023-04-01,3,0,2,410,1973-10-21,,8
431,"Hulme, Gwendolyn G",2016-03-28,,9,1,1,374,1971-06-13,,8
432,"Dawber, Kenneth M",2015-11-15,,6,0,1,424,1960-01-12,,10
433,"Hyslop, Leonard V",2015-01-01,,8,0,2,419,1975-07-16,,9
434,"Watt, Carol T",2015-04-11,,4,1,4,386,1976-10-19,,9
435,"King, Gwendolyn M",2015-01-01,,9,1,4,374,1974-07-03,,8
436,"Murray, Jonathan P",2015-09-29,2023-08-03,6,0,4,424,1976-09-12,,10
437,"Scholes, Joanne K",2015-01-01,,4,1,1,386,1973-08-24,,9
438,"Massie, Saleha K",2015-01-01,,7,1,4,392,1986-02-28,,8
439,"Watt, Kenneth Y",2015-01-01,,7,0,5,438,1989-03-14,,9
440,"Hardy, Patricia Q",2015-01-01,2020-07-22,2,1,5,398,1979-09-08,,7
441,"Morris, Nishma U",2015-01-20,2016-08-04,5,1,4,396,1979-04-22,,8
442,"Shelley, Katie A",2015-09-12,,9,1,5,374,1971-12-06,,8
443,"Richardson, Margaret U",2015-01-01,2023-07-22,8,1,2,419,1979-07-20,,9
444,"Field, Sonia R",2016-07-27,,8,1,1,419,1976-12-15,,9
445,"Parrett, Iris D",2015-11-26,2021-05-15,6,1,3,424,1967-10-20,,10
446,"Robinson, Nazma U",2015-01-23,,2,1,2,398,1958-02-26,,7
447,"Seabrook, Paulin E",2015-01-01,,5,0,2,441,1982-05-09,,9
448,"Devlin, Anne Y",2015-01-01,,7,1,5,438,1960-07-06,,9
449,"Walmsley, Antony P",2015-08-28,,1,0,2,394,1963-05-15,,11
450,"Gibbs, Joanne V",2016-10-08,,1,1,5,394,1996-10-13,,11
451,"Wright, Elisabeth G",2015-01-01,2021-12-13,3,1,2,410,1967-10-13,,8
452,"Coppin, Kathryn O",2015-01-01,,4,1,5,386,1972-02-29,,9
453,"Gilroy, Carol I",2016-09-23,,3,1,4,451,1974-03-02,,9
454,"Dawber, Diane I",2015-08-07,,9,1,3,374,1966-07-05,,8
455,"Fleet, Arthur E",2015-01-01,,5,0,1,441,1962-06-07,,9
456,"Woodbridge, Roy S",2015-05-24,,3,0,4,451,1975-02-08,,9
457,"Morris, Arthur M",2015-01-01,2020-07-02,7,0,5,438,1962-07-20,,9
458,"Johnson, Darren K",2015-01-01,,2,0,3,398,1979-11-14,,7
459,"Jarvis, John D",2015-01-01,2018-04-19,6,0,1,424,1972-09-14,,10
460,"Murray, Paulin N",2015-05-09,,7,0,4,438,1972-12-26,,9
461,"Shearer, Anastasia G",2016-02-22,2018-06-02,6,1,3,424,1969-11-15,,10
462,"Turner, Lesley G",2016-01-25,,2,1,3,398,1976-09-15,,7
463,"John, Harry G",2015-01-01,2020-04-01,10,0,5,415,1965-10-28,,10
464,"Webb, Kathryn E",2015-01-01,2022-06-15,2,1,2,398,1965-07-31,,7
465,"Shute, Adrian T",2016-03-18,2022-04-25,5,0,2,441,1989-04-23,,9
466,"Mistry, Saleha Z",2015-02-04,,5,1,1,441,1981-03-03,,9
467,"Devlin, Diane R",2015-04-05,,10,1,5,415,1973-12-08,,10
468,"Stevenson, Alan U",2015-06-02,,1,0,2,394,1984-07-24,,11
469,"Murray, David D",2015-11-22,,8,0,3,419,1960-03-08,,9
470,"Gorton, Bhavna U",2015-01-01,,3,1,4,451,1970-07-12,,9
471,"Nash, Iris P",2015-01-01,,2,1,4,464,1968-01-20,,8
472,"Hyslop, Edward O",2015-01-01,,7,0,1,438,1971-11-29,,9
473,"Woodbridge, Timothy P",2015-01-01,,8,0,5,419,1981-12-04,,9
474,"Woolley, Adam V",2015-01-01,2021-04-20,2,0,4,464,1971-03-26,,8
475,"Nielson, Colin D",2015-01-01,,8,0,5,473,1977-07-11,,10
476,"Gilroy, Joseph Q",2015-11-10,,6,0,2,424,1987-07-21,,10
477,"Shute, Frank H",2015-01-01,2019-06-05,1,0,4,394,1955-11-22,,11
478,"Mead, Gordon G",2016-05-08,,4,0,1,386,1986-02-25,,9
479,"Coombs, Maureen M",2015-01-01,,3,1,1,451,1976-03-07,,9
480,"Lewis, Phyllis E",2015-06-27,,1,1,3,394,1971-10-02,,11
481,"Deering, Brenda I",2015-05-01,2019-07-29,10,1,5,415,1988-08-01,,10
482,"Stevenson, Carmel E",2015-01-01,2016-07-03,5,1,1,441,1983-10-13,,9
483,"Wright, James T",2015-04-23,,1,0,3,480,1963-05-12,,12
484,"Walmsley, Noella H",2015-01-01,,7,1,5,438,1984-09-10,,9
485,"Shearer, Philip X",2015-09-24,,8,0,4,473,1973-11-08,,10
486,"Walmsley, Joanna V",2015-01-01,2017-05-10,9,1,1,374,1969-11-23,,8
487,"Crompton, Grace D",2016-04-10,,6,1,5,476,1972-02-20,,11
488,"Marsden, Peter F",2015-01-01,2015-06-17,7,0,2,484,1971-03-03,,10
489,"Ranson, Joanne D",2015-01-01,2017-03-18,1,1,3,480,1977-11-06,,12
490,"Mills, Herbert H",2015-03-04,,8,0,1,473,1971-05-07,,10
491,"MacMillan, Alan U",2015-07-09,,2,0,5,464,1968-09-09,,8
492,"Dawber, Liam B",2015-01-01,,5,0,2,441,1990-01-19,,9
493,"Richardson, Elizabeth F",2015-01-01,,2,1,2,464,1974-12-25,,8
494,"Powell, Colin T",2015-06-30,,9,0,1,486,1995-07-05,,9
495,"Woodbridge, Maureen W",2015-06-16,2020-01-15,4,1,4,386,1986-10-03,,9
496,"Richards, Nicola Y",2015-01-01,,5,1,1,492,1977-12-27,,10
497,"Shute, Anna I",2016-11-06,,5,1,2,492,1964-12-22,,10
498,"Fleet, Jayne K",2015-01-01,,3,1,5,451,1967-06-06,,9
499,"Kenney, Peter M",2015-01-01,,5,0,1,492,1968-01-08,,10
500,"Field, Miroslawa C",2015-01-01,2019-11-24,3,1,4,451,1973-04-02,,9
501,"Turner, Herbert O",2015-11-28,2021-05-29,4,0,1,495,1975-11-24,,10
502,"Channing, Grace J",2015-01-01,2019-09-27,6,1,1,476,1962-12-10,,11
503,"Seabrook, Dimitrios W",2015-10-22,2020-11-24,9,0,4,486,1973-01-29,,9
504,"Kenney, Kay Q",2015-05-29,2022-08-27,10,1,1,415,1972-12-31,,10
505,"Shelley, Carmel C",2015-01-01,,4,1,1,495,1979-07-18,,10
506,"Cousins, Sally U",2016-08-24,,2,1,1,464,1981-05-07,,8
507,"Polizzi, Angela C",2015-01-01,,10,1,4,504,1971-03-17,,11
508,"Hardy, Noella T",2015-02-23,,3,1,2,500,1976-12-15,,10
509,"Mead, Sonia C",2015-05-02,2021-03-16,8,1,1,473,1979-11-29,,10
510,"Henry, Francis V",2015-01-01,,5,0,3,492,1991-12-22,,10
511,"Watt, Harry K",2015-01-01,2023-06-13,3,0,5,500,1964-09-29,,10
512,"Rutherford, Leonard N",2015-11-05,,4,0,3,495,1993-07-23,,10
513,"Walmsley, Sonia S",2016-04-22,2019-05-20,1,1,2,480,1977-03-05,,12
514,"Mead, Adam R",2015-04-03,2015-12-28,8,0,5,473,1994-01-03,,10
515,"Lovett, Sandra X",2015-01-01,,2,1,4,464,1984-05-11,,8
516,"Rawson, Daniel F",2015-01-01,,8,0,3,473,1977-10-03,,10
517,"Stevenson, Leonard C",2016-10-29,,6,0,4,476,1971-01-05,,11
518,"Ranson, Thomas L",2015-12-24,,6,0,3,476,1982-11-24,,11
519,"Murray, Ann T",2015-01-01,,10,1,5,504,1972-07-13,,11
520,"Colley, Leonard W",2016-07-15,,8,0,3,516,1977-07-26,,11
521,"Hulme, Simon L",2015-01-01,2023-09-02,8,0,2,516,1990-12-16,,11
522,"Ranson, Kevin H",2015-02-20,,3,0,2,500,1971-02-06,,10
523,"Crompton, Colette C",2015-04-29,,1,1,4,480,1988-12-03,,12
524,"Rasul, Herbert S",2015-01-01,,10,0,3,504,1983-02-01,,11
525,"Fleet, George W",2015-01-01,2018-08-22,1,0,1,480,1976-07-15,,12
526,"Leyland, Antony K",2015-01-01,,3,0,2,500,1982-03-03,,10
527,"Bennett, Josie C",2015-05-25,,10,1,4,504,1972-08-20,,11
528,"Mistry, Saleha X",2015-01-01,,7,1,3,484,1972-03-16,,10
529,"Jackson, Lesley N",2015-01-01,,8,1,2,516,1964-12-23,,11
530,"Stevenson, Adam Y",2015-01-01,,10,0,3,504,1958-05-10,,11
531,"Ewart, Herbert Y",2015-09-20,2015-10-03,2,0,3,515,1986-10-08,,9
532,"Massie, Harry O",2015-01-01,,2,0,3,515,1971-08-27,,9
533,"Richards, Darren P",2015-01-01,,4,0,4,495,1982-04-30,,10
534,"Simpson, Karen B",2015-01-01,,7,1,2,484,1967-08-04,,10
535,"Marsden, Colin U",2015-04-18,,8,0,3,516,1971-12-18,,11
536,"Lovett, Frank W",2015-01-01,,1,0,4,480,1982-01-10,,12
537,"Gibbs, Alison F",2015-01-01,,3,1,3,500,1973-01-20,,10
538,"Haigh, Douglas W",2015-01-01,,10,0,1,504,1970-10-20,,11
539,"Turner, Jayne T",2016-02-04,,5,1,3,492,1990-12-25,,10
540,"John, Anna Z",2015-01-01,,7,1,4,484,1977-05-01,,10
541,"Richardson, Hannah N",2015-04-24,2021-05-27,8,1,3,516,1965-01-17,,11
542,"Cousins, Leigh O",2015-01-01,,3,0,3,500,1972-07-20,,10
543,"Gore, Jonathan Z",2015-01-01,,6,0,5,476,1977-03-11,,11
544,"Coppin, Davide B",2015-11-13,,4,0,1,495,1988-08-03,,10
545,"Field, Catherine T",2015-03-06,,5,1,1,492,1995-03-11,,10
546,"Gadd, Eunice H",2015-09-09,,8,1,1,516,1974-08-27,,11
547,"Massie, Samantha R",2015-01-01,,5,1,1,545,1971-07-04,,11
548,"Mistry, Tirzah F",2015-05-30,2022-09-08,6,1,3,476,1980-12-19,,11
549,"Lloyd, Thomas Y",2015-02-21,,7,0,5,484,1992-12-14,,10
550,"Marsden, Daniel E",2015-01-01,,1,0,3,536,1975-11-18,,13
551,"Mistry, Elizabeth Z",2015-02-15,,6,1,5,548,1969-09-09,,12
552,"Pooley, Eileen R",2015-01-01,,8,1,2,546,1959-05-11,,12
553,"MacMillan, Gordon J",2015-01-01,,8,0,2,546,1962-07-23,,12
554,"Swart, Leslie L",2015-01-01,,5,0,5,545,1979-03-19,,11
555,"Green, Bevis A",2016-08-12,2022-08-04,3,0,3,542,1974-04-19,,11
556,"Hardy, Bhavna N",2015-08-16,,3,1,1,542,1995-02-21,,11
557,"Dingley, Brigitte D",2015-01-01,2018-08-26,2,1,1,515,1973-10-10,,9
558,"Gore, Francis F",2015-01-01,,4,0,1,495,1986-06-19,,10
559,"Parke, Rebecca A",2015-01-01,,10,1,4,538,1981-05-28,,12
560,"Jones, Selina Z",2015-01-01,,5,1,3,545,1974-10-05,,11
561,"Jones, Richard J",2015-01-01,,3,0,3,542,1955-07-31,,11
562,"Mistry, Philip Q",2015-06-06,,4,0,4,558,1967-01-15,,11
563,"Lloyd, Paulin B",2015-01-01,2020-12-24,1,0,5,536,1970-04-04,,13
564,"Smith, Christopher E",2015-06-17,2016-05-21,9,0,5,486,1978-12-01,,9
565,"Collingwood, Dimitrios G",2017-11-10,,6,0,2,548,1988-11-19,,12
566,"Pooley, Miroslawa W",2015-01-01,,6,1,1,548,1979-06-21,,12
567,"Richards, George I",2015-12-17,2022-05-05,1,0,4,536,1966-08-02,,13
568,"Morris, Elisabeth G",2015-04-17,,9,1,4,486,1973-10-29,,9
569,"Dawber, Kenneth Y",2015-01-01,,4,0,5,558,1995-01-06,,11
570,"Lovett, Sonia B",2015-07-17,,6,1,4,548,1970-11-27,,12
571,"Hardy, Graham Z",2016-03-01,2018-06-27,3,0,3,542,1972-01-27,,11
572,"Lloyd, Helen J",2015-08-21,,8,1,4,546,1991-03-06,,12
573,"Lloyd, Elsie Q",2015-01-01,2019-06-02,1,1,5,536,1973-11-30,,13
574,"Webb, Paulin K",2015-01-01,,8,0,1,546,1965-10-13,,12
575,"Cousins, Daniel F",2015-01-01,,2,0,5,515,1985-04-17,,9
576,"Lewis, Julie S",2015-07-14,,1,1,3,536,1965-09-23,,13
577,"Wynn, Daniel K",2015-04-29,2023-04-14,2,0,4,515,1969-03-31,,9
578,"Walmsley, Rebecca A",2015-11-04,,6,1,1,548,1969-11-12,,12
579,"Channing, Frances C",2015-02-03,,1,1,3,536,1981-03-06,,13
580,"Kenney, George K",2015-01-01,2016-11-14,2,0,2,515,1964-04-04,,9
581,"Morris, Jeanne L",2015-02-03,,10,1,1,538,1974-06-16,,12
582,"Housley, Anastasia C",2015-01-09,2016-08-14,3,1,5,542,1978-09-01,,11
583,"Bland, Sarah W",2015-01-01,,4,1,5,558,1952-04-26,,11
584,"Goddard, Laura P",2015-10-16,,5,1,4,545,1988-11-29,,11
585,"Dingley, John Y",2015-01-01,2021-01-02,10,0,2,538,1961-12-21,,12
586,"Colley, Iris T",2015-01-01,,5,1,2,545,1970-02-02,,11
587,"Woolley, Sandra Q",2015-05-28,2016-09-12,7,1,3,484,1981-07-21,,10
588,"Walmsley, Selina M",2015-01-01,2021-06-28,3,1,3,542,1974-09-14,,11
589,"Parrett, Alan A",2016-01-03,,6,0,5,548,1966-06-05,,12
590,"Collingwood, Gill D",2015-01-29,,4,1,3,558,1970-03-28,,11
591,"Richards, Karen O",2015-10-11,,2,1,4,580,1989-06-24,,10
592,"Goddard, Dimitrios F",2015-01-01,2016-12-08,2,0,1,580,1988-12-06,,10
593,"Woodbridge, Laura W",2015-02-18,,1,1,4,579,1981-01-21,,14
594,"Goddard, Adrian L",2015-01-01,,5,0,3,545,1979-09-16,,11
595,"Gorton, Douglas U",2015-01-01,,3,0,2,588,1977-06-18,,12
596,"Gadd, Jonathan X",2015-01-01,,4,0,5,558,1967-08-11,,11
597,"Woodbridge, Helen O",2015-01-01,,10,1,1,538,1983-01-28,,12
598,"Lovett, Antony V",2015-08-17,2021-09-25,2,0,2,580,1974-03-21,,10
599,"Lloyd, Bhavna N",2015-01-01,2015-01-31,6,1,4,589,1983-09-05,,13
600,"Pryde, Olu T",2016-06-18,,5,0,3,594,1975-04-08,,12
601,"Morris, Darren J",2015-01-01,,7,0,3,587,1972-07-10,,11
602,"Primrose, David L",2016-05-25,,10,0,4,538,1979-10-25,,12
603,"Gilroy, Rajesh X",2015-01-01,2017-07-19,3,0,3,588,1976-12-18,,12
604,"Murray, Russell X",2015-01-01,,8,0,2,546,1977-12-26,,12
605,"Rasul, Roger I",2015-10-08,,6,0,2,589,1978-01-05,,13
606,"Roberts, Roy K",2015-01-01,,1,0,2,579,1969-03-25,,14
607,"Lovett, Saleha B",2015-06-22,,10,1,1,538,1990-11-16,,12
608,"Sheldrick, Adam N",2015-01-01,2015-07-16,7,0,2,587,1981-12-07,,11
609,"Haigh, Adam S",2015-01-01,2018-10-20,1,0,3,579,1972-01-05,,14
610,"Norman, George Y",2015-08-19,2021-01-27,1,0,4,579,1973-08-07,,14
611,"Cousins, Diana E",2015-01-01,,9,1,1,486,1989-03-07,,9
612,"Gorton, Tracey S",2015-03-01,,6,1,3,589,1987-12-16,,13
613,"Fleet, Stuart P",2016-04-30,,6,0,2,589,1985-03-26,,13
614,"Devlin, Angela D",2015-06-22,,3,1,1,588,1961-03-27,,12
615,"Bland, Gary J",2015-09-19,,6,0,1,589,1977-03-21,,13
616,"Stevenson, Nicola R",2015-01-01,,10,1,4,607,1960-12-19,,13
617,"Jackson, Sally E",2016-07-07,,5,1,2,594,1990-02-26,,12
618,"Haigh, Gwendolyn E",2016-01-30,,2,1,1,580,1970-06-28,,10
619,"Deering, Kenneth W",2015-09-13,,3,0,3,588,1987-07-04,,12
620,"McCarthy, Lesley P",2015-03-20,2019-06-16,1,1,3,579,1970-10-13,,14
621,"Pooley, Chi O",2015-11-20,2016-08-07,2,0,1,580,1981-07-29,,10
622,"Webb, Irene F",2016-06-13,,1,1,3,579,1962-06-24,,14
623,"Jarvis, Adam T",2016-06-24,2023-09-30,6,0,5,589,1990-06-18,,13
624,"Crompton, Darren O",2016-01-02,2020-05-21,6,0,1,623,1980-07-21,,14
625,"Barrett, David Z",2015-01-01,2017-08-07,2,0,1,580,1968-03-14,,10
626,"Wright, Jean L",2015-02-05,2020-05-16,4,1,4,558,1974-11-03,,11
627,"Murray, Gill F",2016-07-14,,8,1,5,546,1981-12-01,,12
628,"Murray, Ripduman U",2015-01-01,2017-12-23,7,1,2,587,1964-09-28,,11
629,"Housley, Gill N",2015-08-24,,8,1,5,627,1976-10-01,,13
630,"Housley, Christopher Y",2015-01-01,2015-06-09,6,0,1,623,1976-02-04,,14
631,"Rawson, Leslie J",2015-01-01,2015-08-09,4,0,5,626,1968-11-03,,12
632,"Sheldrick, Morag K",2015-01-01,,8,1,4,627,1983-02-02,,13
633,"Massie, Leigh K",2015-01-01,,4,0,5,626,1978-06-03,,12
634,"Turner, Bevis Y",2015-01-01,,1,0,3,622,1969-01-02,,15
635,"Pryde, Frances L",2015-01-01,,7,1,3,587,1978-08-27,,11
636,"Rasul, Chi O",2015-01-01,,5,0,3,594,1978-02-09,,12
637,"Lloyd, Leonard S",2016-07-31,2017-07-15,4,0,5,626,1977-10-26,,12
638,"Nielson, Simon O",2015-01-01,,2,0,1,625,1980-08-17,,11
639,"Jarvis, George O",2015-01-25,,1,0,2,622,1985-09-24,,15
640,"Field, Jeanne L",2015-01-01,,10,1,4,607,1979-08-05,,13
641,"Cousins, Lisa R",2016-05-11,2020-10-20,3,1,2,588,1971-09-20,,12
642,"Hulme, Lynnette Z",2015-02-28,,4,1,4,626,1987-07-01,,12
643,"Pryde, Rajesh W",2015-01-01,2023-08-25,1,0,4,622,1990-11-13,,15
644,"Deering, Dimitrios E",2016-01-20,,7,0,2,587,1996-01-25,,11
645,"Hulme, John J",2015-06-10,,5,0,4,594,1995-06-15,,12
646,"Andrews, Anne H",2015-08-29,,1,1,4,622,1985-08-20,,15
647,"Mills, Joanna O",2015-01-01,2018-04-11,10,1,2,607,1990-02-03,,13
648,"Marsden, Leonard X",2015-01-01,2016-06-26,2,0,2,625,1977-02-09,,11
649,"Channing, Bruno A",2016-02-18,2018-08-25,3,0,3,588,1977-08-25,,12
650,"McCarthy, Elizabeth T",2015-01-01,2015-06-05,7,1,4,587,1977-05-06,,11
651,"Smith, John S",2015-01-01,2023-08-18,3,0,3,649,1985-10-22,,13
652,"Devlin, Graham V",2016-01-08,,7,0,5,650,1975-12-17,,12
653,"Dingley, Jonathan T",2015-01-01,,2,0,1,625,1961-07-25,,11
654,"Scholes, Iris L",2015-01-01,,6,1,1,623,1965-09-26,,14
655,"Marsden, Helen O",2015-01-01,2022-03-29,3,1,1,649,1981-10-21,,13
656,"Barrett, Rebecca C",2015-01-01,2022-05-17,8,1,5,627,1982-01-26,,13
657,"Nash, Diane T",2015-01-01,2022-02-05,5,1,3,594,1977-07-25,,12
658,"Ranson, Sally N",2015-11-18,,1,1,4,622,1979-02-06,,15
659,"King, Dimitrios F",2015-10-05,,6,0,3,623,1979-05-15,,14
660,"Wright, Frank V",2015-07-18,,7,0,3,650,1973-02-07,,12
661,"Geraghty, Timothy D",2015-07-09,,7,0,4,650,1964-01-09,,12
662,"Field, Sally F",2016-01-31,2016-07-17,8,1,4,627,1994-12-04,,13
663,"Marsden, Dimitrios W",2015-12-05,2018-12-30,4,0,1,626,1977-05-25,,12
664,"Woodbridge, Samantha F",2015-01-01,,10,1,3,607,1973-12-12,,13
665,"Wright, Bruno B",2015-01-01,2017-02-01,3,0,4,649,1980-01-24,,13
666,"Dawber, Miroslawa P",2015-01-01,2020-04-29,10,1,4,607,1968-01-13,,13
667,"Parrett, Nicholas Q",2015-01-01,,2,0,4,625,1975-11-24,,11
668,"Smith, Gordon J",2015-06-26,,9,0,2,486,1992-05-08,,9
